owner,repo,full_name,input_language,input_license_family,input_spdx,input_stars,api_status,api_html_url,api_license_spdx,api_license_name,api_license_key,api_license_family,api_stars,api_archived,api_disabled,api_created_at,api_updated_at,api_pushed_at,api_default_branch,api_latest_commit_sha
iamMehedi,Secured-Preference-Store,iamMehedi/Secured-Preference-Store,Java,unknown,,,ok,https://github.com/iamMehedi/Secured-Preference-Store,,,,Unknown,562,False,False,2016-08-21T16:39:04Z,2025-05-31T19:17:50Z,2019-02-26T12:25:04Z,master,02d71303e81d03b58e7b097c4988e257f84da080
uyevan,M2Dia,uyevan/M2Dia,Java,unknown,,,ok,https://github.com/uyevan/M2Dia,,,,Unknown,50,False,False,2023-04-08T12:10:37Z,2024-10-29T03:36:34Z,2023-11-16T07:16:12Z,master,4851087c2f8685159518c190cd8cc95112100547
halirutan,IntelliJ-Key-Promoter,halirutan/IntelliJ-Key-Promoter,Java,unknown,,,ok,https://github.com/halirutan/IntelliJ-Key-Promoter,,,,Unknown,63,False,False,2017-06-21T00:55:53Z,2021-02-08T08:12:28Z,2017-07-28T04:59:48Z,master,3f27df906cf196d369e9ab22992466abc33b5628
EugeneHoran,Android-Material-SearchView,EugeneHoran/Android-Material-SearchView,Java,unknown,,,ok,https://github.com/EugeneHoran/Android-Material-SearchView,,,,Unknown,329,False,False,2015-06-02T22:22:59Z,2025-07-05T20:00:39Z,2018-03-30T15:53:16Z,master,c27deb7ca4b20e0d058773313801ba99ffcdf32c
ryanhoo,StylishMusicPlayer,ryanhoo/StylishMusicPlayer,Java,unknown,,,ok,https://github.com/ryanhoo/StylishMusicPlayer,,,,Unknown,3709,False,False,2016-09-13T14:38:32Z,2025-08-09T02:01:02Z,2020-05-13T16:42:12Z,develop,f01f604a14527e1403fcf2f77f0bec5863d13662
hortonworks,hive-testbench,hortonworks/hive-testbench,Java,unknown,,,ok,https://github.com/hortonworks/hive-testbench,,,,Unknown,389,False,False,2018-02-01T22:07:24Z,2025-08-13T11:18:11Z,2024-01-25T18:51:14Z,hdp3,35dd91a1d6144f58ebc0a5b42ba4e693363f0d6b
rdrobinson3,VolleyImageCacheExample,rdrobinson3/VolleyImageCacheExample,Java,unknown,,,ok,https://github.com/rdrobinson3/VolleyImageCacheExample,,,,Unknown,289,False,False,2013-05-29T13:23:31Z,2025-02-24T21:16:00Z,2015-07-14T06:03:28Z,master,3d1cc456dc5592b365329fdab9ce7adccbcbd9a4
devfullcycle,MBA-hexagonal-architecture,devfullcycle/MBA-hexagonal-architecture,Java,unknown,,,ok,https://github.com/devfullcycle/MBA-hexagonal-architecture,,,,Unknown,61,False,False,2023-08-08T11:14:36Z,2025-08-25T01:38:53Z,2023-09-04T16:51:14Z,main,0818c8fc8a1d73bf55873c39d831b7991f0bbb36
wkrzywiec,keycloak-security-example,wkrzywiec/keycloak-security-example,Java,unknown,,,ok,https://github.com/wkrzywiec/keycloak-security-example,,,,Unknown,98,False,False,2020-10-28T19:55:16Z,2025-07-12T20:22:25Z,2022-09-07T04:26:03Z,main,b09162538675230c3cb820a8ccc512d95071adbb
lokeshgupta1981,Spring-Boot-Examples,lokeshgupta1981/Spring-Boot-Examples,Java,unknown,,,ok,https://github.com/lokeshgupta1981/Spring-Boot-Examples,,,,Unknown,91,False,False,2022-06-17T06:51:38Z,2025-07-16T00:06:13Z,2024-06-24T12:08:39Z,master,a555a4a912f005387e58ada4530cff9f327bbbc3
my-dlq,blog-example,my-dlq/blog-example,Java,unknown,,,ok,https://github.com/my-dlq/blog-example,,,,Unknown,539,False,False,2019-05-31T10:34:09Z,2025-08-13T11:20:19Z,2025-05-15T03:50:10Z,master,8ef89f2eacd8f31eed5de353184c77c3a766eb7c
BijoySingh,Floating-Bubble-Library-Android,BijoySingh/Floating-Bubble-Library-Android,Java,unknown,,,ok,https://github.com/BijoySingh/Floating-Bubble-Library-Android,,,,Unknown,69,False,False,2017-01-06T19:49:44Z,2025-05-30T02:11:27Z,2022-06-27T21:40:46Z,master,320f4c976d5192d49aac741589bfd7f98fa97ad7
tinystruct,tinystruct,tinystruct/tinystruct,Java,unknown,,,ok,https://github.com/tinystruct/tinystruct,,,,Unknown,184,False,False,2017-01-26T22:46:44Z,2025-08-27T13:11:12Z,2025-08-25T14:28:28Z,master,d7b3acd71580495a4830499a11d2f4d8ebcd274b
tobyli,Sugilite_development,tobyli/Sugilite_development,Java,unknown,,,ok,https://github.com/tobyli/Sugilite_development,,,,Unknown,63,False,False,2016-06-06T14:22:53Z,2025-08-13T11:15:15Z,2022-04-06T16:45:58Z,master,d3b6d900948622003fd6cd7fdd126075c25a3557
BlueMor,DragLayout,BlueMor/DragLayout,Java,unknown,,,ok,https://github.com/BlueMor/DragLayout,,,,Unknown,984,False,False,2014-08-31T10:47:09Z,2025-07-30T11:52:51Z,2017-04-17T07:27:35Z,master,02267321a423d8b6db77986f7e7d56f27e868716
Bakumon,BulletinView,Bakumon/BulletinView,Java,unknown,,,ok,https://github.com/Bakumon/BulletinView,,,,Unknown,196,False,False,2017-03-31T10:39:07Z,2025-06-26T04:18:09Z,2017-04-06T01:47:29Z,master,5f3ba98ce27828c5a7f7dc82c7cd8e08d5254bff
RongleXie,Play-with-Data-Structures-Ronglexie,RongleXie/Play-with-Data-Structures-Ronglexie,Java,unknown,,,ok,https://github.com/RongleXie/Play-with-Data-Structures-Ronglexie,,,,Unknown,153,False,False,2018-08-12T02:54:26Z,2025-05-13T08:17:28Z,2018-09-09T03:37:51Z,master,ab43abc6f4a50a086b08d0eac3e6bd3a9fc8df15
wsk1103,mini-life,wsk1103/mini-life,Java,unknown,,,ok,https://github.com/wsk1103/mini-life,,,,Unknown,246,False,False,2018-01-01T06:41:53Z,2025-08-27T00:51:49Z,2023-06-11T03:25:40Z,master,32caf7c9ffee7aa00950f45159912971ee3af147
781015928,AopUtils,781015928/AopUtils,Java,unknown,,,ok,https://github.com/781015928/AopUtils,,,,Unknown,243,False,False,2017-08-25T02:30:31Z,2024-11-15T02:59:59Z,2017-09-20T03:55:08Z,master,68b93836731564fa35778c9501148ab56120e191
ProgrammerAnthony,Haafiz,ProgrammerAnthony/Haafiz,Java,unknown,,,ok,https://github.com/ProgrammerAnthony/Haafiz,,,,Unknown,803,False,False,2016-04-28T09:05:13Z,2025-08-13T11:15:04Z,2022-03-14T06:17:41Z,master,16e160835552111305eb8849d451b2b01d2d1a1b
leoChaoGlut,spring-cloud-tutorial,leoChaoGlut/spring-cloud-tutorial,Java,unknown,,,ok,https://github.com/leoChaoGlut/spring-cloud-tutorial,,,,Unknown,53,False,False,2017-06-01T02:14:39Z,2025-05-06T06:52:53Z,2024-06-18T02:33:03Z,master,462ac07ce2fe8e104ce938fbd940896be5196940
ziiing-lx,signscript,ziiing-lx/signscript,Java,unknown,,,ok,https://github.com/ziiing-lx/signscript,,,,Unknown,62,False,False,2022-10-13T16:18:47Z,2025-08-22T14:49:27Z,2023-09-24T13:52:05Z,master,5574e66283bc7e8377e3e10fc97f990f5c2b3ef6
xuningjack,ndk_pic_mk,xuningjack/ndk_pic_mk,Java,unknown,,,ok,https://github.com/xuningjack/ndk_pic_mk,,,,Unknown,57,False,False,2018-04-05T15:53:11Z,2020-11-06T01:19:30Z,2018-04-05T16:04:16Z,master,fe0e26bd452c77e67370b54e4029db4570e87d91
frogermcs,AndroidDevMetrics,frogermcs/AndroidDevMetrics,Java,unknown,,,ok,https://github.com/frogermcs/AndroidDevMetrics,,,,Unknown,1540,False,False,2016-01-27T06:57:26Z,2025-08-17T08:56:22Z,2019-04-26T09:57:34Z,master,10dee8ac2dd8e0f7b635a8d89669ad334ea4f8bc
Yaccc,Dreamvc,Yaccc/Dreamvc,Java,unknown,,,ok,https://github.com/Yaccc/Dreamvc,,,,Unknown,64,False,False,2014-11-13T11:25:20Z,2025-08-22T01:29:34Z,2016-10-15T11:17:39Z,master,04d885b1e9820d97b5189cb93a6f92faa51b634c
JorgeCastilloPrz,Dagger2Scopes,JorgeCastilloPrz/Dagger2Scopes,Java,unknown,,,ok,https://github.com/JorgeCastilloPrz/Dagger2Scopes,,,,Unknown,151,False,False,2015-04-12T09:22:44Z,2024-09-12T17:19:21Z,2015-05-04T12:23:44Z,master,a9a10189dbd2a4db61ec58b67db258242785cb6a
sion-codin,Anti-Screenshot,sion-codin/Anti-Screenshot,Java,unknown,,,ok,https://github.com/sion-codin/Anti-Screenshot,,,,Unknown,58,False,False,2020-09-02T13:51:14Z,2025-07-14T19:37:17Z,2021-10-12T16:45:02Z,master,e3c4e358ed0cf30fb913269ec5d0d891cf10aaea
sqshq,robot-control-system,sqshq/robot-control-system,Java,unknown,,,ok,https://github.com/sqshq/robot-control-system,,,,Unknown,66,False,False,2017-04-20T18:22:41Z,2025-07-25T04:58:57Z,2017-07-01T23:13:09Z,master,4e9281f17c95db78b35d9285f7439ac40465c110
xsi640,onlyoffice_demo,xsi640/onlyoffice_demo,Java,unknown,,,ok,https://github.com/xsi640/onlyoffice_demo,,,,Unknown,52,False,False,2018-04-08T09:58:35Z,2025-08-21T01:17:14Z,2018-04-10T09:34:12Z,master,39edee9a3b80af0381d0edd92bee146e62c76c10
Bypass007,Nessus_to_report,Bypass007/Nessus_to_report,Java,unknown,,,ok,https://github.com/Bypass007/Nessus_to_report,,,,Unknown,369,False,False,2019-03-13T08:31:27Z,2025-08-16T15:40:51Z,2019-05-28T08:25:29Z,master,fa4bbcc1512ae011f597f2f718f2398a23746742
StrickenFromHistory,PocketMonstersOnline,StrickenFromHistory/PocketMonstersOnline,Java,unknown,,,ok,https://github.com/StrickenFromHistory/PocketMonstersOnline,,,,Unknown,77,False,False,2010-05-20T04:12:42Z,2025-07-18T00:01:25Z,2010-05-20T08:11:24Z,master,df11f38ca3df211ee66fcc63ed87351b8c8d92f0
apache,cassandra-accord,apache/cassandra-accord,Java,unknown,,,ok,https://github.com/apache/cassandra-accord,,,,Unknown,79,False,False,2021-10-17T23:01:13Z,2025-08-21T01:19:43Z,2025-08-19T14:13:29Z,trunk,5cbe8d62f15cc7d66af2c7686f14b8fa52b1d35b
Chaoba,RxJavaDemo,Chaoba/RxJavaDemo,Java,unknown,,,ok,https://github.com/Chaoba/RxJavaDemo,,,,Unknown,107,False,False,2015-09-01T07:21:04Z,2025-07-24T03:05:19Z,2017-11-16T09:18:09Z,master,d5fd64876bb9472c811e65fabf648be9dcc8d4d2
materialdoc,materialdoc,materialdoc/materialdoc,Java,unknown,,,ok,https://github.com/materialdoc/materialdoc,,,,Unknown,487,False,False,2015-11-17T18:47:47Z,2025-08-03T15:20:47Z,2018-06-22T13:34:49Z,master,2654d0280fc317c4767d579fead0607417e4ebda
idoideas,StickerMaker-for-Whatsapp,idoideas/StickerMaker-for-Whatsapp,Java,unknown,,,ok,https://github.com/idoideas/StickerMaker-for-Whatsapp,,,,Unknown,136,False,False,2018-11-12T00:46:26Z,2025-06-08T09:23:56Z,2020-02-13T23:24:23Z,master,b2c9a07394922a65f0013ef439ec5ed8c90c5dbf
deepsadness,AppRemote,deepsadness/AppRemote,Java,unknown,,,ok,https://github.com/deepsadness/AppRemote,,,,Unknown,102,False,False,2018-12-24T13:22:01Z,2025-06-24T23:47:26Z,2018-12-24T13:33:46Z,master,096fb4503a03cc913e2546c569c3909576413acd
ParkSangGwon,TedBottomPicker,ParkSangGwon/TedBottomPicker,Java,unknown,,,ok,https://github.com/ParkSangGwon/TedBottomPicker,,,,Unknown,1110,False,False,2016-08-30T08:08:31Z,2025-08-13T11:15:41Z,2023-08-28T10:38:34Z,master,399069d438b13a37fb829d94dc233aa52e05f693
nanako889,ExpandableAdapter,nanako889/ExpandableAdapter,Java,unknown,,,ok,https://github.com/nanako889/ExpandableAdapter,,,,Unknown,73,False,False,2016-05-16T02:08:16Z,2022-06-13T02:24:42Z,2022-06-22T07:47:40Z,master,99d8e3b6c8a06a050b18b2ba251f0cd1da550458
linzhangtong,JavaEcharts,linzhangtong/JavaEcharts,Java,unknown,,,ok,https://github.com/linzhangtong/JavaEcharts,,,,Unknown,312,False,False,2017-07-09T02:22:58Z,2025-04-29T03:18:32Z,2020-08-25T02:01:27Z,master,28b15931aba8bfb0f5e740d235bd204d49eaa8e1
SelimHorri,project-tracking-system-backend-app,SelimHorri/project-tracking-system-backend-app,Java,unknown,,,ok,https://github.com/SelimHorri/project-tracking-system-backend-app,,,,Unknown,85,False,False,2020-11-21T12:38:53Z,2025-07-24T09:31:27Z,2023-10-09T13:47:58Z,master,b236c3a96c9d2e7afc026a38c4f3572410112b62
13767004362,HookDemo,13767004362/HookDemo,Java,unknown,,,ok,https://github.com/13767004362/HookDemo,,,,Unknown,193,False,False,2018-06-09T12:03:55Z,2025-08-13T10:49:50Z,2023-07-27T07:19:32Z,master,9a0067dac0167e5e5b73826f900eb22f8933657a
ShakilAhmedShaj,Women_Safety_Box,ShakilAhmedShaj/Women_Safety_Box,Java,unknown,,,ok,https://github.com/ShakilAhmedShaj/Women_Safety_Box,,,,Unknown,55,False,False,2018-08-19T11:02:56Z,2025-08-09T06:05:24Z,2020-09-03T10:35:15Z,master,1ca720068fe69499f18cd7c81e337a41dd160778
duzechao,DownloadManager,duzechao/DownloadManager,Java,unknown,,,ok,https://github.com/duzechao/DownloadManager,,,,Unknown,275,False,False,2015-11-22T08:03:22Z,2025-07-30T06:37:54Z,2017-04-19T01:45:02Z,master,f6e4558c03240a9e37fb5accc621c7f54605a4ec
ldlqdsdcn,eidea4,ldlqdsdcn/eidea4,Java,unknown,,,ok,https://github.com/ldlqdsdcn/eidea4,,,,Unknown,58,False,False,2017-06-07T08:08:36Z,2025-07-22T09:51:20Z,2017-12-27T03:23:13Z,master,8c4c49ec5fa37d2393f1bbf4856a7299efc4eaa5
OpenClinica,OpenClinica,OpenClinica/OpenClinica,Java,unknown,,,ok,https://github.com/OpenClinica/OpenClinica,,,,Unknown,446,False,False,2014-06-26T17:53:14Z,2025-08-25T06:45:38Z,2024-08-07T11:27:23Z,master,69cccaf0f5d3a8f09ac99522835cc8089c618554
wangheng3751,react-native-mixpush,wangheng3751/react-native-mixpush,Java,unknown,,,ok,https://github.com/wangheng3751/react-native-mixpush,,,,Unknown,68,False,False,2017-12-08T08:06:51Z,2022-08-08T02:16:21Z,2018-03-27T04:04:00Z,master,ee9298f98998f5ff8852f32d1e96c8e4a011b622
ElgarL,Towny,ElgarL/Towny,Java,unknown,,,ok,https://github.com/ElgarL/Towny,,,,Unknown,75,False,False,2012-01-27T14:01:08Z,2024-09-16T15:33:10Z,2019-04-20T15:18:18Z,master,72f59bb0b15664c6e528f7624a1051fc273ee839
dianping,dianping-open-sdk,dianping/dianping-open-sdk,Java,unknown,,,ok,https://github.com/dianping/dianping-open-sdk,,,,Unknown,164,False,False,2013-01-23T02:47:19Z,2025-08-25T16:26:18Z,2015-05-07T02:11:58Z,master,b382fae7c777f8a8b6e6470b51bb983867b90634
TheKingOfDuck,paramFuzzer,TheKingOfDuck/paramFuzzer,Java,unknown,,,ok,https://github.com/TheKingOfDuck/paramFuzzer,,,,Unknown,102,False,False,2020-06-07T08:46:30Z,2025-06-06T02:22:50Z,2020-11-08T14:18:00Z,master,68073d006c6cb0b8cedc49913d762a2e7ca90609
yanyiqun001,ganguo,yanyiqun001/ganguo,Java,unknown,,,ok,https://github.com/yanyiqun001/ganguo,,,,Unknown,250,False,False,2017-06-05T07:28:18Z,2025-05-15T07:36:31Z,2017-06-07T02:36:06Z,master,0da5a28aa1963ae2248bc0dcea8e4b894c34097c
adityamehra,Business-Card-Reader-BCR-,adityamehra/Business-Card-Reader-BCR-,Java,unknown,,,ok,https://github.com/adityamehra/Business-Card-Reader-BCR-,,,,Unknown,74,False,False,2017-03-14T03:33:07Z,2024-09-21T13:23:08Z,2019-10-14T16:34:13Z,master,1c3cad57c7b41835d6cb1ebacc89c558b922e87e
hanks-zyh,ScrollViewOnTouch,hanks-zyh/ScrollViewOnTouch,Java,unknown,,,ok,https://github.com/hanks-zyh/ScrollViewOnTouch,,,,Unknown,139,False,False,2014-12-26T04:02:42Z,2025-07-04T01:12:00Z,2015-09-10T14:26:12Z,master,6389822238a6a8b7e78c96797306782b58efc305
TruthOriginem,Starsector-Localization-CN,TruthOriginem/Starsector-Localization-CN,Java,unknown,,,ok,https://github.com/TruthOriginem/Starsector-Localization-CN,,,,Unknown,94,False,False,2023-05-06T10:37:05Z,2025-08-13T11:24:40Z,2025-06-09T05:11:32Z,master,3e4bd77fbfb8cdbc66229561022fe2ffbfd3e3b4
antoniolg,LimeApp,antoniolg/LimeApp,Java,unknown,,,ok,https://github.com/antoniolg/LimeApp,,,,Unknown,80,False,False,2013-04-19T17:56:49Z,2024-07-01T21:36:21Z,2017-12-11T08:05:39Z,master,95f5478eb53f1c82d2cb83f81693129e17b46617
wowhellogo,PageGridView,wowhellogo/PageGridView,Java,unknown,,,ok,https://github.com/wowhellogo/PageGridView,,,,Unknown,75,False,False,2018-06-22T15:22:04Z,2023-05-03T14:59:12Z,2019-03-22T03:10:23Z,master,d6c70be8ff63c7170886632bb73d47cee8f1767d
zhanglei-workspace,shopping-management-system,zhanglei-workspace/shopping-management-system,Java,unknown,,,ok,https://github.com/zhanglei-workspace/shopping-management-system,,,,Unknown,5084,False,False,2015-11-16T12:53:21Z,2025-08-27T12:08:14Z,2024-03-07T06:37:19Z,master,846c7d6c94047b00c3e2731426e9f6ba4720719a
yewei02538,HiPermission,yewei02538/HiPermission,Java,unknown,,,ok,https://github.com/yewei02538/HiPermission,,,,Unknown,1102,False,False,2017-05-11T08:04:29Z,2025-07-24T02:19:01Z,2019-09-22T14:58:57Z,master,f612024d9ea2602ee316bd446ad8849455b3bfc4
RookieJunChen,HIT-Database,RookieJunChen/HIT-Database,Java,unknown,,,ok,https://github.com/RookieJunChen/HIT-Database,,,,Unknown,57,False,False,2020-04-29T12:02:46Z,2025-01-09T05:07:17Z,2020-07-10T00:55:29Z,master,77291fec8c1d1397a02dd6890846bb7fc1c17a75
pengjiu,ChineseChess,pengjiu/ChineseChess,Java,unknown,,,ok,https://github.com/pengjiu/ChineseChess,,,,Unknown,135,False,False,2017-01-22T10:31:39Z,2025-08-13T11:16:26Z,2023-02-27T04:06:48Z,master,df27f41cf80712b0cbf4420eaff84b0f4bf49321
hacker-and-painter,database-doc-generator,hacker-and-painter/database-doc-generator,Java,unknown,,,ok,https://github.com/hacker-and-painter/database-doc-generator,,,,Unknown,122,False,False,2019-06-07T11:56:11Z,2025-08-10T14:47:02Z,2024-05-16T17:21:44Z,master,40bd0a823abf932da48fe3bc8167d4f011bb1ed0
465857721,IDCardOCR_China,465857721/IDCardOCR_China,Java,unknown,,,ok,https://github.com/465857721/IDCardOCR_China,,,,Unknown,134,False,False,2016-12-15T02:01:24Z,2025-08-11T03:31:02Z,2017-05-18T03:21:11Z,master,c93231a20ae09cc2f22a13a331f58d13ec09e6bc
kofigyan,Thermometer,kofigyan/Thermometer,Java,unknown,,,ok,https://github.com/kofigyan/Thermometer,,,,Unknown,125,False,False,2015-12-17T07:55:54Z,2025-02-05T09:25:53Z,2016-11-10T13:38:24Z,master,a7d17a34aa9a79a99f2fef510c89d0c7c8af66de
sprainkle,spring-cloud-advance,sprainkle/spring-cloud-advance,Java,unknown,,,ok,https://github.com/sprainkle/spring-cloud-advance,,,,Unknown,209,False,False,2019-05-01T16:07:54Z,2025-08-24T13:55:06Z,2024-08-05T21:30:27Z,master,ef24b5f9d63abf449ad92025ccf72cdc709a9cfb
eckig,graph-editor,eckig/graph-editor,Java,unknown,,,ok,https://github.com/eckig/graph-editor,EPL-1.0,Eclipse Public License 1.0,epl-1.0,Weak-copyleft,182,False,False,2014-12-03T14:10:49Z,2025-08-22T07:00:12Z,2025-08-27T13:40:43Z,master,e4f0b17f88b9fb8ad304ad23688fa1a04ab484e5
Monarchflame,LibraryManageSystem,Monarchflame/LibraryManageSystem,Java,unknown,,,ok,https://github.com/Monarchflame/LibraryManageSystem,,,,Unknown,71,False,False,2019-06-12T11:29:06Z,2025-05-26T07:04:32Z,2019-06-14T03:09:53Z,master,519eb62277522960eb3c55b6255625f8c1012fe3
mariuswatz,modelbuilderMk2,mariuswatz/modelbuilderMk2,Java,unknown,,,ok,https://github.com/mariuswatz/modelbuilderMk2,,,,Unknown,87,False,False,2014-03-19T06:43:00Z,2025-05-22T16:49:21Z,2014-11-13T04:07:11Z,master,6e50a751bf2e7cf4ae316767a903e325ef36652a
pranab,hoidla,pranab/hoidla,Java,unknown,,,ok,https://github.com/pranab/hoidla,,,,Unknown,72,False,False,2012-02-19T06:01:19Z,2024-10-15T03:40:28Z,2025-07-12T00:55:21Z,master,679316b510f1ddcb6dcd2b113dd5ecd369bdf4bd
ahmed-shehataa,Android-Roadmap,ahmed-shehataa/Android-Roadmap,Java,unknown,,,ok,https://github.com/ahmed-shehataa/Android-Roadmap,,,,Unknown,126,False,False,2020-10-28T16:03:54Z,2025-05-20T18:46:05Z,2022-09-17T10:55:24Z,main,90259a3a02acc70908cd55dfa2d0f3a1e30581d0
lihangleo2,AirRelationView,lihangleo2/AirRelationView,Java,unknown,,,ok,https://github.com/lihangleo2/AirRelationView,,,,Unknown,91,False,False,2018-11-20T05:59:15Z,2025-07-25T01:41:44Z,2018-11-20T06:24:19Z,master,fb32a8a528c8df32fbabbaa7f99c185d252c5b56
Snailclimb,spring-security-jwt-guide,Snailclimb/spring-security-jwt-guide,Java,unknown,,,ok,https://github.com/Snailclimb/spring-security-jwt-guide,,,,Unknown,1427,False,False,2019-09-24T10:06:25Z,2025-08-26T11:22:46Z,2025-05-26T13:54:25Z,master,7908502d650ae4aec81e7ce65172e0dd15825291
niezhiliang,netty-websocket-spring-boot,niezhiliang/netty-websocket-spring-boot,Java,unknown,,,ok,https://github.com/niezhiliang/netty-websocket-spring-boot,,,,Unknown,441,False,False,2018-01-03T08:55:43Z,2025-08-18T06:13:14Z,2023-06-27T03:09:42Z,master,2211b57e6293c0105aded920a96e8dd01ec08dfb
shagiz,AlmostMaterialDatepicker,shagiz/AlmostMaterialDatepicker,Java,unknown,,,ok,https://github.com/shagiz/AlmostMaterialDatepicker,,,,Unknown,76,False,False,2017-12-19T10:26:51Z,2025-01-24T21:18:17Z,2018-02-20T08:27:43Z,master,5d2bf80e4743804f88fa3bb57873764c58fff7e9
androidquery,androidquery,androidquery/androidquery,Java,unknown,,,ok,https://github.com/androidquery/androidquery,,,,Unknown,2051,False,False,2011-09-09T17:00:40Z,2025-07-28T13:49:23Z,2016-06-14T10:13:55Z,master,45ed6c85dcf0b3b58a08810b423886fb275b33b0
JamesZBL,db-hospital-drug,JamesZBL/db-hospital-drug,Java,unknown,,,ok,https://github.com/JamesZBL/db-hospital-drug,,,,Unknown,278,False,False,2018-05-13T06:22:41Z,2025-08-23T02:08:50Z,2023-12-16T17:23:09Z,develop,16244ff3b4e50c2cd91d87627dc926c8d2eed459
tigerjj,ExpandedCircleProgressView,tigerjj/ExpandedCircleProgressView,Java,unknown,,,ok,https://github.com/tigerjj/ExpandedCircleProgressView,,,,Unknown,107,False,False,2014-07-08T14:19:49Z,2025-06-17T15:53:01Z,2014-07-13T10:27:36Z,master,3c48c3779a5f536e4b130611e6be5dfa6eabbd8a
ishchenko,idea-mini-ibatis,ishchenko/idea-mini-ibatis,Java,unknown,,,ok,https://github.com/ishchenko/idea-mini-ibatis,,,,Unknown,60,False,False,2011-12-25T10:45:21Z,2025-08-16T14:07:33Z,2013-09-04T19:03:09Z,master,f1ec2281d1e5a5486c6a89f52020c1849b4e34ab
laoyog,springboot-login,laoyog/springboot-login,Java,unknown,,,ok,https://github.com/laoyog/springboot-login,,,,Unknown,67,False,False,2019-04-22T10:20:32Z,2025-03-30T15:54:50Z,2022-06-17T02:08:13Z,master,11ac12690f527e418c8a143b51dbc028fcecaf86
anisul-Islam,java-documentation-code,anisul-Islam/java-documentation-code,Java,unknown,,,ok,https://github.com/anisul-Islam/java-documentation-code,,,,Unknown,68,False,False,2022-11-09T22:43:21Z,2025-08-13T11:24:13Z,2024-03-08T17:21:28Z,master,be0a953b3f364969c402ba839deca3c200938a23
dmytrodanylyk,video-crop,dmytrodanylyk/video-crop,Java,unknown,,,ok,https://github.com/dmytrodanylyk/video-crop,,,,Unknown,392,False,False,2014-03-19T21:32:21Z,2025-04-18T09:11:51Z,2024-02-26T22:11:44Z,master,ba9ff500fd780ce02f4705ff8292de8675bb1564
guozhengXia,OkHttpUtils,guozhengXia/OkHttpUtils,Java,unknown,,,ok,https://github.com/guozhengXia/OkHttpUtils,,,,Unknown,251,False,False,2017-04-21T04:11:30Z,2025-08-08T01:55:16Z,2017-06-07T03:15:33Z,master,d4848067aeb05956eba08ad53225cff08a90a2ea
yigiter,Demo6DoF,yigiter/Demo6DoF,Java,unknown,,,ok,https://github.com/yigiter/Demo6DoF,,,,Unknown,70,False,False,2011-01-17T06:37:16Z,2025-06-04T20:01:06Z,2020-01-02T18:16:10Z,master,d80e51b7b178d30a4d98f638e189e6013c01fbc5
lisawray,circletextview,lisawray/circletextview,Java,unknown,,,ok,https://github.com/lisawray/circletextview,,,,Unknown,115,False,False,2015-05-30T02:04:20Z,2024-11-24T10:07:14Z,2015-10-28T21:41:54Z,master,3c71f559fe564de5820c968a9b97fef09e15420a
iternull,secure-if,iternull/secure-if,Java,unknown,,,ok,https://github.com/iternull/secure-if,,,,Unknown,70,False,False,2017-07-22T14:14:51Z,2025-02-16T13:20:47Z,2017-08-08T09:41:30Z,master,a0a5bdbb02c7e2023b8fe1a3d49bba9e1af4bb1f
shimu200,generatorsId,shimu200/generatorsId,Java,unknown,,,ok,https://github.com/shimu200/generatorsId,,,,Unknown,149,False,False,2024-06-30T13:45:39Z,2025-08-25T09:11:01Z,2024-06-30T13:49:55Z,main,3b998ce99ffd81f661e5de9f6b96a153f5388d77
ParkSangGwon,IncomingCallMarketBroadcastReceiver,ParkSangGwon/IncomingCallMarketBroadcastReceiver,Java,unknown,,,ok,https://github.com/ParkSangGwon/IncomingCallMarketBroadcastReceiver,,,,Unknown,56,False,False,2015-12-18T09:45:03Z,2025-03-31T08:49:48Z,2015-12-18T10:23:46Z,master,2540e75c5cfd8a595293e6042753c9a84f2665f9
AlexLiuSheng,BadgeView,AlexLiuSheng/BadgeView,Java,unknown,,,ok,https://github.com/AlexLiuSheng/BadgeView,,,,Unknown,733,False,False,2016-07-15T03:22:59Z,2025-08-18T23:07:20Z,2022-08-13T20:47:25Z,master,0f23bea900beb5d93aa668d453ec828f1ff7934f
ctudose,java-persistence-spring-data-hibernate,ctudose/java-persistence-spring-data-hibernate,Java,unknown,,,ok,https://github.com/ctudose/java-persistence-spring-data-hibernate,,,,Unknown,71,False,False,2022-06-30T13:38:41Z,2025-08-03T16:59:38Z,2024-05-27T11:42:53Z,main,586c2126775b8d7caabb635a14ce322cc48d6d2a
h0rd7,PendingIntentScan,h0rd7/PendingIntentScan,Java,unknown,,,ok,https://github.com/h0rd7/PendingIntentScan,,,,Unknown,73,False,False,2021-09-18T16:44:30Z,2025-01-11T16:20:01Z,2021-10-12T12:28:50Z,master,77ab17c76b288df8fcc472c2af1933cb7dd2e92b
lyxRobert,Android-AppBarLayout-TabLayout-RecyclerView-ViewPager-Fragment,lyxRobert/Android-AppBarLayout-TabLayout-RecyclerView-ViewPager-Fragment,Java,unknown,,,ok,https://github.com/lyxRobert/Android-AppBarLayout-TabLayout-RecyclerView-ViewPager-Fragment,,,,Unknown,88,False,False,2016-10-08T09:48:53Z,2024-12-02T06:00:08Z,2016-10-08T09:53:53Z,master,09a39e6701aa379c5f6c48b0b65ac6cea8ce99d7
